Wielkosc,Czas
10000	0.000030
10000	0.000019
10000	0.000019
10000	0.000019
10000	0.000020
10000	0.000019
10000	0.000019
10000	0.000019
10000	0.000019
10000	0.000020
20000	0.000039
20000	0.000039
20000	0.000039
20000	0.000039
20000	0.000039
20000	0.000039
20000	0.000039
20000	0.000039
20000	0.000039
20000	0.000039
40000	0.000086
40000	0.000103
40000	0.000077
40000	0.000077
40000	0.000077
40000	0.000078
40000	0.000077
40000	0.000077
40000	0.000077
40000	0.000077
80000	0.000171
80000	0.000155
80000	0.000166
80000	0.000154
80000	0.000154
80000	0.000154
80000	0.000154
80000	0.000154
80000	0.000166
80000	0.000154
